name,price ($),weight (kg),length (m),width (m),height (m),shipment date,port of loading,Vessel,Dwell after shipping,Customer,Called for inspection
Portable Bluetooth Keyboard,81.3,0.29,0.17,0.08,0.04,24/04/2022,Port of Busan (South Korea),SAKURA,62,7,N
Small Padded Envelope,2.88,0.09,0.17,0.09,0.03,09/07/2022,Port of Tianjin (China),LINDA,70,15,N
Piano,2413.53,324.64,1.26,1.54,0.77,02/10/2022,Port of Shanghai (China),LINDA,44,4,N
PC Mice,113.58,0.13,0.93,0.69,0.29,01/01/2022,Port of Busan (South Korea),SAKURA,11,7,Y
Pallete of Clothing,205.99,861.79,1.09,0.99,1.5,17/09/2022,Port of Tokyo (Japan),SAKURA,56,15,N
Drawstring Bag,13.11,0.51,0.19,0.29,0.17,11/06/2022,Port of Singapore (Singapore),HANA,45,16,N
Lawn Edger,141.71,9.69,1.06,0.29,0.22,08/03/2022,Port of Shanghai (China),LINDA,38,6,N
Big Bag with Fertilizer,68.18,578.07,1.12,0.63,0.22,27/04/2022,Port of Tokyo (Japan),SAKURA,75,3,N
Stone Slabs,175.84,53.73,0.85,0.71,0.06,05/10/2022,Port of Shanghai (China),LINDA,39,20,N
Extra Large Box,44.59,1.26,1.32,0.77,0.54,10/06/2022,Port of Singapore (Singapore),AURORA,43,15,N
Tablets,467.11,0.57,1.2,0.3,0.12,17/04/2022,Port of Singapore (Singapore),AURORA,63,14,N
Pruning Shears,13.36,0.32,0.21,0.09,0.08,15/06/2022,Port of Tianjin (China),LINDA,30,6,N
Speakers,434.67,5.29,0.36,0.4,0.22,17/01/2022,Port of Busan (South Korea),SAKURA,29,3,N
Beach Towel,10.61,0.69,1.44,0.95,0.09,31/01/2022,Port of Busan (South Korea),AMELIA,30,16,N
Dumbbell Set,198.47,49.61,0.89,0.73,0.21,22/05/2022,Port of Tokyo (Japan),SERENA,51,17,N
Kitchen Timer,6.9,0.11,0.13,0.18,0.13,29/08/2022,Port of Busan (South Korea),SAKURA,52,18,N
Scooter,126.44,2,0.94,0.48,0.47,16/09/2022,Port of Busan (South Korea),SERENA,72,12,N
Coffee Beans,276.58,129.29,0.39,0.14,0.1,06/07/2022,Port of Singapore (Singapore),AURORA,75,17,N
Lawn Sprinkler,16.57,1.69,0.37,0.28,0.16,04/10/2022,Port of Tokyo (Japan),AURORA,69,12,N
Box of Cans of Tuna,11.19,9.07,0.56,0.55,0.15,06/08/2022,Port of Busan (South Korea),AMELIA,63,3,N
Breakfast Bundle,22.96,1.11,0.76,0.34,0.23,11/03/2022,Port of Tianjin (China),LINDA,43,16,N
Washing Machine,399,37.74,0.83,0.73,1.01,08/03/2022,Port of Tokyo (Japan),SERENA,64,6,N
Sneakers,195.36,1.58,0.35,0.23,0.15,12/03/2022,Port of Singapore (Singapore),AURORA,35,4,N
Microphone,86.01,0.21,0.09,0.06,0.18,04/05/2022,Port of Tianjin (China),HANA,37,18,N
Pallete of Plastic Cups,112.36,325.76,1.2,0.8,1.2,17/07/2022,Port of Busan (South Korea),SERENA,37,11,N
Snowboard,288.86,4,1.43,0.23,0.09,17/09/2022,Port of Tianjin (China),HANA,46,9,N
Rice,89.51,150.25,0.63,0.91,0.61,14/11/2022,Port of Singapore (Singapore),HANA,30,1,N
Big Bag with Textile Scraps,140.56,1577.06,1.77,0.98,0.23,07/01/2022,Port of Singapore (Singapore),AURORA,66,3,N
Backpack,74.73,1.36,0.3,0.21,0.56,14/08/2022,Port of Tokyo (Japan),AURORA,26,14,N
Vacuum Cleaner,320.8,7.76,0.74,0.54,0.4,20/09/2022,Port of Tokyo (Japan),SERENA,30,6,N
Pallete of Apples,68.75,249.18,1.03,0.91,0.54,15/10/2022,Port of Busan (South Korea),AMELIA,75,15,N
Foam Roller,47.91,1,0.32,0.16,0.18,12/07/2022,Port of Shanghai (China),HANA,59,7,N
Running Shoes,51.44,1.19,0.29,0.25,0.19,11/06/2022,Port of Busan (South Korea),AMELIA,42,13,N
Coffee Maker,208.5,2.4,0.45,0.3,0.37,22/07/2022,Port of Shanghai (China),LINDA,10,5,Y
Large Padded Envelope,6.04,0.18,0.25,0.16,0.09,07/05/2022,Port of Shanghai (China),LINDA,3,4,Y
Assorted Tea Bags,13.38,0.58,0.11,0.2,0.1,21/07/2022,Port of Tianjin (China),LINDA,57,17,N
Large Shipping Tube,18.98,0.42,0.69,0.46,1,23/11/2022,Port of Busan (South Korea),SERENA,13,4,Y
Oranges,71.77,141.83,0.41,0.64,0.7,20/05/2022,Port of Tokyo (Japan),SAKURA,74,14,N
Dog Crate,74.56,6.29,1.04,0.55,0.49,10/04/2022,Port of Singapore (Singapore),AURORA,25,8,N
Measuring Cups and Spoons,19.69,0.7,0.35,0.23,0.19,11/10/2022,Port of Busan (South Korea),SERENA,35,14,N
Pallete of Cement,238.81,1053.53,1.22,0.96,1.38,05/05/2022,Port of Tianjin (China),LINDA,19,18,Y
Dog Crate,140.82,13.51,1.01,0.64,0.41,01/11/2022,Port of Tianjin (China),LINDA,27,19,N
Medium Box,11.86,0.45,0.54,0.38,0.22,29/01/2022,Port of Tianjin (China),LINDA,6,12,Y
Portable Charger,45.63,0.26,0.17,0.08,0.01,16/12/2022,Port of Tokyo (Japan),SERENA,69,11,N
Fridge,929.97,82.1,0.98,0.74,0.8,15/02/2022,Port of Busan (South Korea),SAKURA,67,10,N
Air Conditioners,2141.63,282.99,1.1,0.64,0.48,24/02/2022,Port of Busan (South Korea),SERENA,20,15,Y
Snowboard,359.18,4.05,1.37,0.21,0.13,17/06/2022,Port of Tokyo (Japan),SAKURA,31,9,N
Pallete of Shoes,1792.15,4612.31,1.01,0.8,1,13/07/2022,Port of Singapore (Singapore),HANA,97,12,N
Headphones,71.52,0.34,0.11,0.14,0.15,13/12/2022,Port of Shanghai (China),LINDA,4,3,Y
Microwave,191.5,3.41,0.34,0.37,0.21,04/11/2022,Port of Busan (South Korea),SERENA,51,8,N
Metal Pipes,74.33,34.8,2.94,0.13,1.91,08/09/2022,Port of Tokyo (Japan),AURORA,73,13,N
Wooden Planks,41.34,19.39,1.55,0.16,0.96,04/08/2022,Port of Busan (South Korea),SERENA,38,18,N
Stone Slabs,148.22,94.09,0.64,0.79,0.05,06/05/2022,Port of Singapore (Singapore),AURORA,51,16,N
Printer,370.77,9.09,0.37,0.23,0.26,25/12/2022,Port of Busan (South Korea),SAKURA,41,13,N
Digital Camera,234,0.33,0.14,0.08,0.08,03/08/2022,Port of Busan (South Korea),SERENA,34,11,N
Large Box,37.07,0.76,0.87,0.44,0.3,28/10/2022,Port of Tokyo (Japan),AURORA,42,10,N
Pruning Shears,16.52,0.5,0.29,0.09,0.09,29/11/2022,Port of Singapore (Singapore),HANA,31,13,N
Palette Water Bottles,311.57,506.06,1.2,0.83,1,20/06/2022,Port of Shanghai (China),LINDA,71,12,N
Plywood Sheets,37.01,11.97,1.67,0.95,0.03,05/05/2022,Port of Tianjin (China),LINDA,4,12,Y
Air Conditioner,1453.05,34.47,1.06,0.24,0.28,20/06/2022,Port of Tokyo (Japan),AURORA,42,5,N
Pallete of Cement,267.77,1007.35,1.4,0.83,1.24,27/09/2022,Port of Tianjin (China),HANA,76,15,N
Big Bag with Glass Scraps,193.19,1112.13,1.98,1,0.15,09/07/2022,Port of Tokyo (Japan),SAKURA,83,11,N
Television,859.43,23.55,1.28,0.35,0.1,,Port of Tianjin (China),HANA,15,5,Y
Pallete of Wine Bottles,359.92,826.16,1.19,0.76,1.12,11/07/2022,Port of Tokyo (Japan),SAKURA,64,9,N
Printer,160.57,7.03,0.39,0.27,0.27,27/04/2022,Port of Shanghai (China),LINDA,3,2,Y
Bricks,61.71,36,0.72,0.37,0.18,20/04/2022,Port of Tokyo (Japan),AURORA,26,11,N
Pool Table,916.52,178.9,2.26,1.2,0.56,28/01/2022,Port of Tianjin (China),HANA,61,9,N
Television,1261.83,27.86,1.2,0.42,0.14,09/10/2022,Port of Busan (South Korea),SERENA,70,19,N
Pallete of Canned Vegetables,123.23,379.04,1.02,0.88,1.24,29/08/2022,Port of Tianjin (China),HANA,16,13,Y
Pallete of Wine Bottles,400.86,912.11,1.36,0.85,0.21,21/09/2022,Port of Tokyo (Japan),SERENA,56,15,N
Bicycle,370.4,12.9,1.99,1.16,1.42,11/12/2022,Port of Shanghai (China),LINDA,27,5,N
Pallete of Canned Vegetables,142.3,379.01,1.05,0.95,1.45,19/08/2022,Port of Tianjin (China),HANA,16,10,Y
Messenger Bag,49.41,1.15,0.31,0.5,0.13,23/05/2022,Port of Tianjin (China),LINDA,9,4,Y
Tennis Racket,63.37,0.51,0.7,0.23,0.13,08/01/2022,Port of Tianjin (China),LINDA,43,14,N
Laptop Bag,38.28,1.34,0.28,0.39,0.15,31/12/2022,Port of Busan (South Korea),AMELIA,26,11,N
Movie Night Pack,26.59,3.38,1.14,0.49,0.29,21/07/2022,Port of Tianjin (China),HANA,8,5,Y
Hiking Boots,113.76,1.5,0.38,0.23,0.18,22/10/2022,Port of Busan (South Korea),SAKURA,50,12,N
Pallete of Computers,864.84,2477.57,1.17,0.68,0.52,12/12/2022,Port of Tianjin (China),HANA,22,10,Y
Beach Towel,22.24,0.51,1.76,1.43,0.11,05/12/2022,Port of Shanghai (China),LINDA,30,18,N
Spices Collection,30.45,0.55,0.21,0.23,0.17,07/03/2022,Port of Tianjin (China),HANA,14,3,Y
Piano,2197.43,294.21,1.47,1.86,1,14/10/2022,Port of Tokyo (Japan),AURORA,39,5,N
Medium Box,16.32,0.43,0.54,0.31,0.21,24/11/2022,Port of Busan (South Korea),SAKURA,75,20,N
Printer,119.92,6.76,0.32,0.33,0.12,14/02/2022,Port of Singapore (Singapore),AURORA,52,6,N
Running Shoes,85.53,1.25,0.38,0.24,0.18,13/08/2022,Port of Singapore (Singapore),AURORA,69,20,N
Hiking Boots,148,1.59,0.49,0.43,0.29,30/03/2022,Port of Shanghai (China),LINDA,13,14,Y
Small Padded Envelope,4.55,0.17,0.16,0.09,0.04,21/04/2022,Port of Tianjin (China),HANA,15,8,Y
Coffee Maker,81.94,1.09,0.26,0.27,0.27,20/03/2022,Port of Busan (South Korea),SERENA,15,13,Y
Iron,96.34,1.74,0.28,0.12,0.29,07/04/2022,Port of Singapore (Singapore),AURORA,61,7,N
Big Bag with Debris,112.22,848.42,1.7,0.9,0.22,21/01/2022,Port of Shanghai (China),HANA,68,6,N
Lawn Edger,140.78,8.57,0.95,0.29,0.26,02/08/2022,Port of Tokyo (Japan),SERENA,67,12,N
Movie Night Pack,24.52,2.65,0.93,0.59,0.23,17/02/2022,Port of Shanghai (China),LINDA,48,15,N
Running Belt,17.02,0.12,0.27,0.08,0.09,21/05/2022,Port of Shanghai (China),HANA,3,20,Y
Dish Rack,30.51,1.31,0.47,0.28,0.12,07/09/2022,Port of Busan (South Korea),SAKURA,50,2,N
Pallete of Wine Bottles,469.32,819.76,1.09,0.83,0.26,30/09/2022,Port of Tokyo (Japan),SERENA,47,15,N
Plywood Sheets,43.23,12.65,1.98,1.19,0.03,30/09/2022,Port of Tianjin (China),HANA,37,9,N
Sofa,337.13,41.19,1.54,1.26,0.58,05/11/2022,Port of Busan (South Korea),AMELIA,61,9,N
Bed,251.46,55.79,2.4,1.95,1.39,14/01/2022,Port of Tianjin (China),HANA,31,15,N
Garden Shovel,18.75,0.88,0.28,0.06,0.03,22/06/2022,Port of Shanghai (China),LINDA,59,2,N
Big Bag with Metal Scraps,162.93,1444.12,1.67,1.06,0.23,05/12/2022,Port of Tokyo (Japan),SERENA,81,14,N
Movie Night Pack,15.7,2.05,0.89,0.42,0.2,06/09/2022,Port of Tianjin (China),LINDA,40,5,N
Fruit Basket,28.31,2.01,0.49,0.37,0.27,27/04/2022,Port of Tianjin (China),LINDA,65,18,N
Resistance Loop Bands,37.04,0.21,0.22,0.03,0.02,14/09/2022,Port of Shanghai (China),HANA,6,8,Y
Yoga Mat,24.94,1.62,1.77,0.78,0.02,16/10/2022,Port of Singapore (Singapore),AURORA,43,16,N
Pallete of Shoes,1538.89,4104.45,1.08,0.8,1.06,21/09/2022,Port of Tokyo (Japan),SAKURA,87,3,N
Canister,20.31,3.57,0.25,0.25,0.36,02/05/2022,Port of Shanghai (China),LINDA,38,20,N
Rain Jacket,27.42,0.99,0.2,0.31,0.14,29/12/2022,Port of Singapore (Singapore),AURORA,43,8,N
Pruning Shears,27.61,0.23,0.22,0.09,0.08,16/10/2022,Port of Shanghai (China),HANA,59,6,N
Box of Toys,99.91,4.86,0.33,0.46,0.5,09/11/2022,Port of Shanghai (China),LINDA,54,10,N
Bookshelf,172,5.83,0.71,0.37,0.87,31/10/2022,Port of Shanghai (China),LINDA,75,13,N
Instant Noodle Pack,6.3,0.34,0.18,0.15,0.08,28/11/2022,Port of Busan (South Korea),SAKURA,14,2,Y
Assorted Tea Bags,14.1,0.33,0.1,0.12,0.09,11/05/2022,Port of Shanghai (China),HANA,50,17,N
Bicycle,435.98,12.12,1.82,1.19,1.33,03/05/2022,Port of Shanghai (China),LINDA,39,15,N
TV,851.21,18.08,1.84,1.42,0.3,20/02/2022,Port of Tianjin (China),LINDA,46,19,N
Medium Box,16.86,0.38,0.53,0.33,0.22,02/12/2022,Port of Tokyo (Japan),SERENA,55,13,N
Tomatoes (Canned),350.47,90.38,0.4,0.3,0.3,16/02/2022,Port of Tokyo (Japan),SERENA,34,6,N
Electric Guitar,970.03,4.73,1.35,0.58,0.07,09/12/2022,Port of Shanghai (China),HANA,6,1,Y
Pallete of Cement,291.89,1186.76,1.17,0.86,1.36,11/03/2022,Port of Singapore (Singapore),HANA,76,12,N
Large Shipping Tube,26.16,0.46,0.73,0.49,1.31,25/06/2022,Port of Tianjin (China),LINDA,50,13,N
Bed,425.02,70.82,2.45,1.81,1.3,23/11/2022,Port of Tianjin (China),LINDA,72,11,N
Medium Box,19.48,0.37,0.56,0.32,0.23,02/02/2022,Port of Singapore (Singapore),AURORA,33,16,N
Pallete of Shoes,1941.26,4236.43,1.16,0.8,1.11,01/09/2022,Port of Tokyo (Japan),SERENA,67,1,N
Headphones,116.31,0.34,0.13,0.17,0.1,19/12/2022,Port of Busan (South Korea),SAKURA,73,9,N
Electric Shaver,137.99,0.13,0.13,0.05,0.06,19/01/2022,Port of Tianjin (China),HANA,63,5,N
Drawstring Bag,18.06,0.46,0.27,0.34,0.17,19/03/2022,Port of Tianjin (China),HANA,46,1,N
Garden Cart,77.96,19.85,1.04,0.93,0.49,05/12/2022,Port of Tianjin (China),LINDA,55,4,N
Box of Crackers,3.25,0.39,0.17,0.09,0.06,09/06/2022,Port of Busan (South Korea),SAKURA,10,12,Y
Wristwatch,376.66,0.14,0.29,0.02,0.06,14/11/2022,Port of Tokyo (Japan),AURORA,48,1,N
Speakers,479.25,5.82,0.23,0.5,0.41,16/09/2022,Port of Busan (South Korea),SAKURA,56,10,N
Guitar Case,80.94,6.66,1.09,0.58,1.21,18/08/2022,Port of Tianjin (China),LINDA,56,16,N
Large Shipping Tube,23.35,0.48,0.59,0.38,1.78,10/07/2022,Port of Singapore (Singapore),AURORA,66,13,N
Showerhead,21.32,0.98,0.24,0.2,0.2,20/03/2022,Port of Tianjin (China),LINDA,40,20,N
Garden Hose,16.55,2.83,18.54,0.47,0.13,26/03/2022,Port of Tianjin (China),LINDA,26,7,N
Coffee Table,443.01,18.25,0.47,0.52,0.35,15/10/2022,Port of Singapore (Singapore),AURORA,28,5,N
Desktop Computer,701.5,8.89,0.47,0.38,0.37,13/02/2022,Port of Tianjin (China),LINDA,5,19,Y
Instant Noodle Pack,9.46,0.25,0.13,0.11,0.09,06/01/2022,Port of Shanghai (China),LINDA,60,2,N
Large Box,25.06,0.94,0.85,0.46,0.31,28/01/2022,Port of Shanghai (China),LINDA,49,3,N
Pallete of Glassware,578.75,546.24,1.46,1,0.55,27/10/2022,Port of Singapore (Singapore),AURORA,38,11,N
Pallete of Shoes,1543.53,4167.99,1.19,0.8,1.14,26/07/2022,Port of Singapore (Singapore),AURORA,97,8,N
Coffee Beans,9.88,0.41,0.25,0.17,0.09,18/08/2022,Port of Singapore (Singapore),AURORA,3,1,Y
Pallete of Tea,382.03,772.73,1.04,0.85,1.31,24/05/2022,Port of Singapore (Singapore),AURORA,50,3,N
Wireless Earbuds,366.37,0.12,0.16,0.28,0.09,04/08/2022,Port of Busan (South Korea),AMELIA,42,5,N
Sleeping Bag,55.51,1.04,0.62,0.5,0.19,29/09/2022,Port of Shanghai (China),LINDA,3,5,Y
Pallete of Orange Juice,184.23,559.39,1.11,0.96,1.48,26/06/2022,Port of Shanghai (China),LINDA,30,16,Y
Electric Drill,64.81,3.88,0.32,0.23,0.27,25/02/2022,Port of Shanghai (China),LINDA,46,15,N
Smartphone,591.82,0.17,0.11,0.06,0.19,22/10/2022,Port of Shanghai (China),HANA,9,8,Y
Box of Canned Soup,36.24,4.08,0.44,0.34,0.18,25/03/2022,Port of Tianjin (China),LINDA,42,3,N
Hiking Boots,135.63,2.1,0.46,0.49,0.32,03/04/2022,Port of Tianjin (China),HANA,4,6,Y
Sports Car,1511514.04,1831.21,4.97,1.95,1.46,01/07/2022,Port of Tianjin (China),HANA,13,12,Y
Picture Frame,15.79,0.23,0.25,0.11,0.02,15/05/2022,Port of Tianjin (China),LINDA,11,10,Y
Swim Goggles,13.22,0.11,0.1,0.09,0.08,15/06/2022,Port of Tianjin (China),LINDA,74,12,N
PVC Pipes,11.67,4.56,1.22,0.08,0.13,18/05/2022,Port of Tokyo (Japan),SERENA,38,5,N
Gym Bag,39.34,0.92,0.39,0.26,0.21,22/03/2022,Port of Shanghai (China),HANA,4,1,Y
Big Bag with Sand,67.28,645.38,1.12,0.67,0.28,02/11/2022,Port of Tokyo (Japan),AURORA,43,9,N
Mattress,291.1,28.66,1.78,1.08,0.21,13/07/2022,Port of Tokyo (Japan),AURORA,73,11,N
Medium Box,13.39,0.35,0.42,0.37,0.29,23/04/2022,Port of Tokyo (Japan),SERENA,43,5,N
Jar of Peanut Butter,7.72,0.44,0.16,0.13,0.11,17/09/2022,Port of Singapore (Singapore),AURORA,38,16,N
Pallete of Smartphones,5875.28,14440.47,0.42,0.49,0.08,23/04/2022,Port of Shanghai (China),LINDA,77,14,N
Jar of Pasta Sauce,6.8,0.55,0.12,0.12,0.13,08/10/2022,Port of Tianjin (China),LINDA,48,19,N
Guitar,147.31,2.39,0.61,0.46,0.06,27/07/2022,Port of Tianjin (China),LINDA,48,6,N
Pallete of Apples,68.66,212.49,1.11,0.88,0.68,07/08/2022,Port of Busan (South Korea),SAKURA,53,17,N
Cycling Helmet,36.68,0.98,0.2,0.31,0.28,04/06/2022,Port of Busan (South Korea),SAKURA,27,15,N
Gym Bag,53.38,0.56,0.37,0.2,0.22,25/06/2022,Port of Singapore (Singapore),AURORA,41,3,N
Portable Charger,33.18,0.52,0.13,0.06,0.05,05/12/2022,Port of Singapore (Singapore),AURORA,71,3,N
Mixed Dried Fruits,18.62,0.92,0.28,0.28,0.15,19/08/2022,Port of Busan (South Korea),SAKURA,67,15,N
Big Bag with Sand,92,964.12,1.41,0.88,0.29,11/10/2022,Port of Singapore (Singapore),AURORA,44,12,N
Extra Large Box,42.22,1.5,1.19,0.61,0.41,06/10/2022,Port of Tokyo (Japan),AURORA,68,16,N
Coffee Beans,6.82,1.23,0.25,0.18,0.07,03/12/2022,Port of Tianjin (China),LINDA,58,2,N
ATV,1950.57,585.08,2.52,1.17,1.28,23/02/2022,Port of Tokyo (Japan),SAKURA,60,5,N
Pallete of Dog Food,228.48,411.3,1.08,0.89,1.26,12/05/2022,Port of Shanghai (China),LINDA,19,2,Y
Pallete of Tables,2029.97,5139.93,1.77,1.22,1.09,06/05/2022,Port of Tokyo (Japan),SERENA,98,2,N
Electric Drill,57,3.18,0.27,0.34,0.29,17/10/2022,Port of Shanghai (China),LINDA,39,2,N
Portable Charger,42.75,0.46,0.12,0.1,0.03,23/03/2022,Port of Singapore (Singapore),HANA,29,17,N
Piano,4510.1,336.23,1.45,1.71,1.03,29/01/2022,Port of Busan (South Korea),AMELIA,73,11,N
Small Box,6.63,0.28,0.29,0.27,0.18,02/03/2022,Port of Singapore (Singapore),AURORA,52,15,N
Floor Lamp,82.13,2.14,0.47,0.37,1.2,27/09/2022,Port of Tokyo (Japan),SERENA,73,1,N
Instant Noodle Pack,5.32,0.36,0.13,0.15,0.08,02/01/2022,Port of Tianjin (China),HANA,30,8,N
Large Box,25.39,0.64,0.93,0.55,0.39,24/03/2022,Port of Tokyo (Japan),SAKURA,64,16,N
Pallete of Tables,2286.73,5836.52,1.98,1.27,1.21,10/09/2022,Port of Busan (South Korea),AMELIA,84,6,N
Rain Jacket,70.9,1,0.27,0.3,0.1,21/07/2022,Port of Tianjin (China),LINDA,11,20,Y
Backpack,137.38,1.69,0.22,0.24,0.41,28/05/2022,Port of Singapore (Singapore),HANA,54,14,N
Carton of Eggs,5.99,0.98,0.12,0.09,0.14,11/08/2022,Port of Singapore (Singapore),HANA,44,12,N
Box of Clothes,49.54,7.2,0.51,0.57,0.5,06/10/2022,Port of Tianjin (China),LINDA,38,3,N
Pallete of Computers,914.89,2282.38,1.06,0.71,0.53,28/09/2022,Port of Tokyo (Japan),AURORA,81,7,N
Big Bag with Metal Scraps,245.57,1412.03,1.75,0.73,0.24,24/06/2022,Port of Tokyo (Japan),SAKURA,71,1,N
Pallete of Clothing,156.91,781.62,1.15,0.82,1.37,25/12/2022,Port of Busan (South Korea),AMELIA,66,2,N
Portable Charger,47.6,0.35,0.13,0.07,0.02,19/01/2022,Port of Tianjin (China),LINDA,14,8,Y
Planting Trowel,8.62,0.15,0.12,0.07,0.06,03/07/2022,Port of Singapore (Singapore),AURORA,53,3,N
Television,1945.17,26.27,0.91,0.31,0.11,25/08/2022,Port of Tokyo (Japan),SAKURA,44,12,N
Cookware Set,315.82,3.7,0.3,0.46,0.17,30/12/2022,Port of Singapore (Singapore),HANA,47,2,N
Pallete of Tables,2135.83,5954.58,1.65,1.11,1.4,29/11/2022,Port of Tokyo (Japan),SAKURA,102,16,N
Dish Rack,22.61,1.01,0.6,0.31,0.19,29/09/2022,Port of Singapore (Singapore),AURORA,47,13,N
Running Shoes,74.06,0.85,0.34,0.38,0.15,29/01/2022,Port of Singapore (Singapore),HANA,44,12,N
Bluetooth Speaker,71.91,1.72,0.27,0.29,0.12,21/02/2022,Port of Tianjin (China),HANA,56,11,N
Pallete of Paper Towels,293.21,655.78,1.36,1,0.78,15/11/2022,Port of Shanghai (China),HANA,44,17,Y
Bed,1185.5,48.24,1.54,1.33,1.17,23/02/2022,Port of Singapore (Singapore),AURORA,30,8,N
Small Desk,165.81,20.22,0.83,0.61,0.76,30/12/2022,Port of Singapore (Singapore),AURORA,40,19,N
Garden Hose,35.88,3.72,24.26,0.16,0.11,11/08/2022,Port of Busan (South Korea),SAKURA,60,10,N
Hoe,16.25,2.16,1.08,0.31,0.37,30/09/2022,Port of Tokyo (Japan),AURORA,58,14,N
Bluetooth Speaker,102.96,0.97,0.21,0.15,0.13,27/07/2022,Port of Singapore (Singapore),AURORA,36,3,N
Cycling Helmet,32.17,0.74,0.2,0.22,0.23,17/03/2022,Port of Singapore (Singapore),HANA,43,3,N
Box of Crackers,2.72,0.32,0.12,0.09,0.09,04/10/2022,Port of Shanghai (China),HANA,36,1,Y
Garden Sprayer,35.15,2.79,0.38,0.29,0.21,10/09/2022,Port of Tokyo (Japan),AURORA,55,6,N
Coffee Table,412.2,17.75,0.6,0.54,0.38,15/07/2022,Port of Shanghai (China),LINDA,15,20,Y
Assorted Chocolates,17.38,0.9,0.23,0.34,0.11,07/04/2022,Port of Tianjin (China),LINDA,11,20,Y
Pallete of Dog Food,204.21,481.4,1.02,0.93,1.31,02/04/2022,Port of Busan (South Korea),SAKURA,29,11,N
Printer,121.37,6.77,0.42,0.41,0.24,03/03/2022,Port of Busan (South Korea),AMELIA,42,3,N
Jump Rope,5.06,0.13,0.07,0.1,0.02,19/01/2022,Port of Tokyo (Japan),SERENA,46,14,N
Duffel Bag,29.08,1.15,0.6,0.47,0.23,29/05/2022,Port of Shanghai (China),LINDA,72,13,N
Umbrella,10.04,0.43,0.72,0.12,0.19,24/06/2022,Port of Tokyo (Japan),SAKURA,44,11,N
TV,1233.29,10.37,1.33,1.16,0.35,07/07/2022,Port of Shanghai (China),HANA,74,3,N
Bed,1249.69,98.56,2,1.53,0.96,07/10/2022,Port of Singapore (Singapore),HANA,75,8,N
Pallete of Bird Food,100.58,206.98,1.13,0.83,1.42,15/07/2022,Port of Shanghai (China),LINDA,58,5,N
Backpack,55.79,0.72,0.26,0.27,0.44,15/10/2022,Port of Singapore (Singapore),AURORA,51,1,N
Duffel Bag,58.39,2.38,0.36,0.52,0.29,07/12/2022,Port of Busan (South Korea),SERENA,35,7,N
Laptop,1120.65,1.3,0.32,0.36,0.04,02/02/2022,Port of Shanghai (China),HANA,5,4,Y
Medium Flat Rate Box,22.32,0.36,0.55,0.49,0.24,24/06/2022,Port of Singapore (Singapore),AURORA,59,13,N
Sports Car,1591378.45,1241.65,4.92,1.94,1.46,02/12/2022,Port of Singapore (Singapore),AURORA,103,17,N
Paper Towel Holder,27.12,0.76,0.22,0.17,0.24,22/07/2022,Port of Singapore (Singapore),AURORA,63,5,N
Duvet,107.15,1.49,2.17,1.73,0.1,05/07/2022,Port of Busan (South Korea),SAKURA,42,9,N
Extra Large Box,46.44,1.05,1.04,0.79,0.55,18/06/2022,Port of Singapore (Singapore),AURORA,26,9,N
Portable Charger,37.69,0.31,0.12,0.09,0.01,16/03/2022,Port of Shanghai (China),LINDA,70,15,N
Kitchen Knife Set,79.22,1.6,0.51,0.11,0.05,04/06/2022,Port of Shanghai (China),LINDA,3,3,Y
Yoga Mat,34.8,0.94,1,0.8,0.1,20/01/2022,Port of Shanghai (China),LINDA,52,9,N
Toaster,43.61,1.69,0.57,0.28,0.1,16/03/2022,Port of Busan (South Korea),SAKURA,60,19,N
Large Shipping Tube,22.72,0.49,0.62,0.48,1.06,13/01/2022,Port of Busan (South Korea),AMELIA,35,1,N
Camera Bag,53.56,0.62,0.33,0.37,0.21,15/06/2022,Port of Tokyo (Japan),SAKURA,26,7,N
Pallete of Beer Cases,280.62,502.44,1.11,0.8,1.03,31/03/2022,Port of Tokyo (Japan),AURORA,54,7,N
Dish Rack,22.22,1.84,0.51,0.37,0.12,01/02/2022,Port of Singapore (Singapore),HANA,63,8,N
Wetsuit,184.1,1.08,0.59,0.44,0.09,19/12/2022,Port of Busan (South Korea),SAKURA,55,14,N
Dog Crate,128.78,18.71,0.94,0.67,0.21,11/02/2022,Port of Shanghai (China),LINDA,36,5,N
Fruit Basket,35.28,2.72,0.57,0.27,0.24,12/01/2022,Port of Tianjin (China),HANA,28,5,N
Small Desk,115.97,28.44,0.91,0.78,0.81,20/11/2022,Port of Singapore (Singapore),AURORA,46,19,N
Medium Box,10.59,0.35,0.41,0.34,0.25,30/06/2022,Port of Tokyo (Japan),AURORA,42,12,N
Desk Lamp,133.73,0.79,0.18,0.1,0.29,14/12/2022,Port of Busan (South Korea),SERENA,30,4,N
Canister,13.62,2.15,0.31,0.34,0.33,23/09/2022,Port of Shanghai (China),LINDA,68,20,N
Blender,114.55,2.46,0.27,0.24,0.37,10/03/2022,Port of Shanghai (China),LINDA,51,13,N
Bed,464.35,73.77,2.34,1.9,1.07,07/09/2022,Port of Busan (South Korea),SERENA,44,2,N
Big Bag with Paper Scraps,97.85,1488.74,1.5,0.86,0.19,26/04/2022,Port of Shanghai (China),LINDA,76,15,N
Aluminum Sheets,66,32.46,1.78,1.19,0.08,11/06/2022,Port of Tokyo (Japan),AURORA,45,6,N
Microwave,154.44,10.96,0.58,0.55,0.29,03/03/2022,Port of Busan (South Korea),AMELIA,41,9,N
